Country,Region,ResidenceType,Year,PM25,HealthCategory,HealthImpactScore,lat,long
Zimbabwe,Africa,Urban,2012,14.65,Moderate,2,-18.997046809067218,29.851013379676168
Republic of Moldova,Europe,Towns,2012,14.71,Moderate,2,47.18717283670143,28.465619168033435
Jamaica,Americas,Total,2012,14.71,Moderate,2,18.157450872676606,-77.31439583142861
Somalia,Eastern Mediterranean,Urban,2012,14.71,Moderate,2,4.7394062218941135,45.67929283895279
Botswana,Africa,Cities,2012,14.72,Moderate,2,-22.16524478709958,23.808612894002028
United Republic of Tanzania,Africa,Rural,2012,14.73,Moderate,2,-6.268247790104617,34.80181064134596
Eswatini,Africa,Total,2012,14.75,Moderate,2,-26.557546489339305,31.48186961105198
Republic of Moldova,Europe,Total,2012,14.85,Moderate,2,47.18717283670143,28.465619168033435
Panama,Americas,Towns,2012,14.89,Moderate,2,8.52023299495937,-80.11877624020535
Madagascar,Africa,Rural,2012,14.97,Moderate,2,-19.31648369857136,46.742890054388134
Belgium,Europe,Urban,2012,15.06,Sensitive groups,3,50.63889496311262,4.645938194702398
Belarus,Europe,Rural,2012,15.18,Sensitive groups,3,53.51952055703963,28.014955094802563
Ukraine,Europe,Towns,2012,15.19,Sensitive groups,3,49.19560823173951,31.315583848435377
Zimbabwe,Africa,Cities,2012,15.19,Sensitive groups,3,-18.997046809067218,29.851013379676168
Singapore,Western Pacific,Cities,2012,15.2,Sensitive groups,3,1.358762240040157,103.817255835084
Singapore,Western Pacific,Total,2012,15.2,Sensitive groups,3,1.358762240040157,103.817255835084
Singapore,Western Pacific,Urban,2012,15.2,Sensitive groups,3,1.358762240040157,103.817255835084
Somalia,Eastern Mediterranean,Cities,2012,15.21,Sensitive groups,3,4.7394062218941135,45.67929283895279
Brazil,Americas,Cities,2012,15.24,Sensitive groups,3,-10.639048767332707,-53.215733923741304
Paraguay,Americas,Total,2012,15.26,Sensitive groups,3,-23.208909339152218,-58.443432990284975
Republic of Moldova,Europe,Urban,2012,15.28,Sensitive groups,3,47.18717283670143,28.465619168033435
Greece,Europe,Rural,2012,15.31,Sensitive groups,3,39.047959603655926,22.96428544230628
Eswatini,Africa,Towns,2012,15.36,Sensitive groups,3,-26.557546489339305,31.48186961105198
Germany,Europe,Cities,2012,15.4,Sensitive groups,3,51.05057720039199,10.364371589292613
Austria,Europe,Urban,2012,15.41,Sensitive groups,3,47.592293442958706,14.110430066704852
Paraguay,Americas,Towns,2012,15.44,Sensitive groups,3,-23.208909339152218,-58.443432990284975
United Republic of Tanzania,Africa,Total,2012,15.55,Sensitive groups,3,-6.268247790104617,34.80181064134596
Eswatini,Africa,Urban,2012,15.57,Sensitive groups,3,-26.557546489339305,31.48186961105198
France,Europe,Cities,2012,15.59,Sensitive groups,3,1.8446205370128155,-3.050996190868318
Ukraine,Europe,Total,2012,15.61,Sensitive groups,3,49.19560823173951,31.315583848435377
Jamaica,Americas,Urban,2012,15.65,Sensitive groups,3,18.157450872676606,-77.31439583142861
Romania,Europe,Rural,2012,15.75,Sensitive groups,3,45.84841398366041,24.983181796396863
Italy,Europe,Rural,2012,15.85,Sensitive groups,3,42.71568614580387,12.201048504731768
Eswatini,Africa,Cities,2012,15.96,Sensitive groups,3,-26.557546489339305,31.48186961105198
United Republic of Tanzania,Africa,Cities,2012,16.01,Sensitive groups,3,-6.268247790104617,34.80181064134596
Belgium,Europe,Cities,2012,16.01,Sensitive groups,3,50.63889496311262,4.645938194702398
Mozambique,Africa,Rural,2012,16.03,Sensitive groups,3,-17.195857537030033,35.602727744192414
Colombia,Americas,Rural,2012,16.07,Sensitive groups,3,3.9034800533900924,-73.07703226574134
Mozambique,Africa,Towns,2012,16.13,Sensitive groups,3,-17.195857537030033,35.602727744192414
Colombia,Americas,Towns,2012,16.16,Sensitive groups,3,3.9034800533900924,-73.07703226574134
Madagascar,Africa,Total,2012,16.17,Sensitive groups,3,-19.31648369857136,46.742890054388134
Cyprus,Europe,Towns,2012,16.2,Sensitive groups,3,34.91708733807884,33.00581030462204
Cyprus,Europe,Total,2012,16.23,Sensitive groups,3,34.91708733807884,33.00581030462204
United Republic of Tanzania,Africa,Urban,2012,16.29,Sensitive groups,3,-6.268247790104617,34.80181064134596
Romania,Europe,Towns,2012,16.37,Sensitive groups,3,45.84841398366041,24.983181796396863
Republic of Moldova,Europe,Cities,2012,16.39,Sensitive groups,3,47.18717283670143,28.465619168033435
Paraguay,Americas,Urban,2012,16.41,Sensitive groups,3,-23.208909339152218,-58.443432990284975
Cuba,Americas,Urban,2012,16.46,Sensitive groups,3,21.637935340166706,-78.98705412942007
Mozambique,Africa,Total,2012,16.47,Sensitive groups,3,-17.195857537030033,35.602727744192414
United Republic of Tanzania,Africa,Towns,2012,16.49,Sensitive groups,3,-6.268247790104617,34.80181064134596
Austria,Europe,Cities,2012,16.54,Sensitive groups,3,47.592293442958706,14.110430066704852
South Africa,Africa,Towns,2012,16.55,Sensitive groups,3,-28.974208514441116,25.193438224147595
Belarus,Europe,Towns,2012,16.56,Sensitive groups,3,53.51952055703963,28.014955094802563
Ukraine,Europe,Urban,2012,16.74,Sensitive groups,3,49.19560823173951,31.315583848435377
Paraguay,Americas,Cities,2012,16.76,Sensitive groups,3,-23.208909339152218,-58.443432990284975
Zambia,Africa,Rural,2012,16.82,Sensitive groups,3,-13.455525493308903,27.808581875598183
Madagascar,Africa,Towns,2012,16.95,Sensitive groups,3,-19.31648369857136,46.742890054388134
Romania,Europe,Total,2012,16.96,Sensitive groups,3,45.84841398366041,24.983181796396863
Lesotho,Africa,Rural,2012,16.98,Sensitive groups,3,-29.5790637000742,28.228962109094883
Latvia,Europe,Urban,2012,17.01,Sensitive groups,3,56.85952164578425,24.920447008391992
Seychelles,Africa,Rural,2012,17.1,Sensitive groups,3,-4.6609897523017825,55.47602781845583
Hungary,Europe,Rural,2012,17.16,Sensitive groups,3,47.1659125111368,19.379267765675568
Colombia,Americas,Total,2012,17.18,Sensitive groups,3,3.9034800533900924,-73.07703226574134
Ecuador,Americas,Towns,2012,17.31,Sensitive groups,3,-1.424109851653568,-78.74929831943139
Cyprus,Europe,Urban,2012,17.31,Sensitive groups,3,34.91708733807884,33.00581030462204
Belarus,Europe,Total,2012,17.35,Sensitive groups,3,53.51952055703963,28.014955094802563
Lesotho,Africa,Towns,2012,17.36,Sensitive groups,3,-29.5790637000742,28.228962109094883
Greece,Europe,Towns,2012,17.38,Sensitive groups,3,39.047959603655926,22.96428544230628
Ecuador,Americas,Rural,2012,17.39,Sensitive groups,3,-1.424109851653568,-78.74929831943139
Costa Rica,Americas,Rural,2012,17.4,Sensitive groups,3,9.976131265055056,-84.18986953318536
Mozambique,Africa,Urban,2012,17.46,Sensitive groups,3,-17.195857537030033,35.602727744192414
Jamaica,Americas,Cities,2012,17.47,Sensitive groups,3,18.157450872676606,-77.31439583142861
Malaysia,Western Pacific,Rural,2012,17.51,Sensitive groups,3,3.811140433067237,109.69934297070633
Ukraine,Europe,Cities,2012,17.52,Sensitive groups,3,49.19560823173951,31.315583848435377
Lesotho,Africa,Total,2012,17.54,Sensitive groups,3,-29.5790637000742,28.228962109094883
Zambia,Africa,Total,2012,17.55,Sensitive groups,3,-13.455525493308903,27.808581875598183
Greece,Europe,Total,2012,17.7,Sensitive groups,3,39.047959603655926,22.96428544230628
Czechia,Europe,Rural,2012,17.71,Sensitive groups,3,49.73799668128038,15.319440709960443
Ecuador,Americas,Total,2012,17.74,Sensitive groups,3,-1.424109851653568,-78.74929831943139
Cambodia,Western Pacific,Towns,2012,17.76,Sensitive groups,3,12.719494903029029,104.90533757185675
Seychelles,Africa,Total,2012,17.82,Sensitive groups,3,-4.6609897523017825,55.47602781845583
Cambodia,Western Pacific,Rural,2012,17.84,Sensitive groups,3,12.719494903029029,104.90533757185675
Slovenia,Europe,Rural,2012,17.85,Sensitive groups,3,46.11589047659146,14.800523261488326
Hungary,Europe,Towns,2012,17.89,Sensitive groups,3,47.1659125111368,19.379267765675568
Zambia,Africa,Towns,2012,17.9,Sensitive groups,3,-13.455525493308903,27.808581875598183
Costa Rica,Americas,Towns,2012,17.91,Sensitive groups,3,9.976131265055056,-84.18986953318536
Ecuador,Americas,Urban,2012,18.09,Sensitive groups,3,-1.424109851653568,-78.74929831943139
Hungary,Europe,Total,2012,18.1,Sensitive groups,3,47.1659125111368,19.379267765675568
Italy,Europe,Towns,2012,18.14,Sensitive groups,3,42.71568614580387,12.201048504731768
Cambodia,Western Pacific,Total,2012,18.22,Sensitive groups,3,12.719494903029029,104.90533757185675
Cyprus,Europe,Cities,2012,18.26,Sensitive groups,3,34.91708733807884,33.00581030462204
Romania,Europe,Urban,2012,18.29,Sensitive groups,3,45.84841398366041,24.983181796396863
Seychelles,Africa,Towns,2012,18.33,Sensitive groups,3,-4.6609897523017825,55.47602781845583
Seychelles,Africa,Urban,2012,18.33,Sensitive groups,3,-4.6609897523017825,55.47602781845583
Mozambique,Africa,Cities,2012,18.45,Sensitive groups,3,-17.195857537030033,35.602727744192414
Colombia,Americas,Urban,2012,18.47,Sensitive groups,3,3.9034800533900924,-73.07703226574134
Lesotho,Africa,Urban,2012,18.48,Sensitive groups,3,-29.5790637000742,28.228962109094883
Viet Nam,Western Pacific,Rural,2012,18.48,Sensitive groups,3,16.54429751476791,106.34650781487963
Ecuador,Americas,Cities,2012,18.49,Sensitive groups,3,-1.424109851653568,-78.74929831943139
Costa Rica,Americas,Total,2012,18.51,Sensitive groups,3,9.976131265055056,-84.18986953318536
Madagascar,Africa,Urban,2012,18.52,Sensitive groups,3,-19.31648369857136,46.742890054388134
Italy,Europe,Total,2012,18.52,Sensitive groups,3,42.71568614580387,12.201048504731768
Indonesia,South-East Asia,Towns,2012,18.56,Sensitive groups,3,-2.2640678135827765,117.17972980513929
Malawi,Africa,Rural,2012,18.62,Sensitive groups,3,-13.204425371177713,34.2828475261884
South Africa,Africa,Total,2012,18.68,Sensitive groups,3,-28.974208514441116,25.193438224147595
Slovenia,Europe,Total,2012,18.73,Sensitive groups,3,46.11589047659146,14.800523261488326
Slovenia,Europe,Towns,2012,18.74,Sensitive groups,3,46.11589047659146,14.800523261488326
Cambodia,Western Pacific,Urban,2012,18.8,Sensitive groups,3,12.719494903029029,104.90533757185675
Czechia,Europe,Total,2012,18.8,Sensitive groups,3,49.73799668128038,15.319440709960443
Hungary,Europe,Urban,2012,18.81,Sensitive groups,3,47.1659125111368,19.379267765675568
Greece,Europe,Urban,2012,18.88,Sensitive groups,3,39.047959603655926,22.96428544230628
Latvia,Europe,Cities,2012,18.91,Sensitive groups,3,56.85952164578425,24.920447008391992
Malawi,Africa,Towns,2012,18.96,Sensitive groups,3,-13.204425371177713,34.2828475261884
Malawi,Africa,Total,2012,18.97,Sensitive groups,3,-13.204425371177713,34.2828475261884
Costa Rica,Americas,Urban,2012,18.98,Sensitive groups,3,9.976131265055056,-84.18986953318536
Indonesia,South-East Asia,Rural,2012,19.04,Sensitive groups,3,-2.2640678135827765,117.17972980513929
Mexico,Americas,Rural,2012,19.11,Sensitive groups,3,23.92415518486322,-102.17098532395836
Italy,Europe,Urban,2012,19.21,Sensitive groups,3,42.71568614580387,12.201048504731768
Bhutan,South-East Asia,Cities,2012,19.35,Sensitive groups,3,27.412137795939046,90.40215959871236
Bhutan,South-East Asia,Urban,2012,19.35,Sensitive groups,3,27.412137795939046,90.40215959871236
Belarus,Europe,Urban,2012,19.35,Sensitive groups,3,53.51952055703963,28.014955094802563
Nicaragua,Americas,Rural,2012,19.4,Sensitive groups,3,12.84499272075925,-85.03194107361517
Venezuela (Bolivarian Republic of),Americas,Rural,2012,19.4,Sensitive groups,3,7.122274077470279,-66.17054441322725
Zambia,Africa,Urban,2012,19.44,Sensitive groups,3,-13.455525493308903,27.808581875598183
Slovenia,Europe,Urban,2012,19.47,Sensitive groups,3,46.11589047659146,14.800523261488326
Costa Rica,Americas,Cities,2012,19.48,Sensitive groups,3,9.976131265055056,-84.18986953318536
Czechia,Europe,Towns,2012,19.49,Sensitive groups,3,49.73799668128038,15.319440709960443
Czechia,Europe,Urban,2012,19.58,Sensitive groups,3,49.73799668128038,15.319440709960443
Colombia,Americas,Cities,2012,19.6,Sensitive groups,3,3.9034800533900924,-73.07703226574134
Greece,Europe,Cities,2012,19.6,Sensitive groups,3,39.047959603655926,22.96428544230628
Djibouti,Eastern Mediterranean,Towns,2012,19.6,Sensitive groups,3,11.748306715529626,42.56007887989951
Venezuela (Bolivarian Republic of),Americas,Towns,2012,19.62,Sensitive groups,3,7.122274077470279,-66.17054441322725
Cuba,Americas,Cities,2012,19.62,Sensitive groups,3,21.637935340166706,-78.98705412942007
Croatia,Europe,Rural,2012,19.64,Sensitive groups,3,45.07589276948463,16.401052928100896
Romania,Europe,Cities,2012,19.71,Sensitive groups,3,45.84841398366041,24.983181796396863
Belarus,Europe,Cities,2012,19.75,Sensitive groups,3,53.51952055703963,28.014955094802563
Slovakia,Europe,Rural,2012,19.75,Sensitive groups,3,48.711280810901265,19.468971774212562
Czechia,Europe,Cities,2012,19.75,Sensitive groups,3,49.73799668128038,15.319440709960443
Croatia,Europe,Cities,2012,19.84,Sensitive groups,3,45.07589276948463,16.401052928100896
Venezuela (Bolivarian Republic of),Americas,Total,2012,19.87,Sensitive groups,3,7.122274077470279,-66.17054441322725
Croatia,Europe,Total,2012,19.89,Sensitive groups,3,45.07589276948463,16.401052928100896
Zambia,Africa,Cities,2012,20.07,Sensitive groups,3,-13.455525493308903,27.808581875598183
Nicaragua,Americas,Total,2012,20.12,Sensitive groups,3,12.84499272075925,-85.03194107361517
Croatia,Europe,Urban,2012,20.14,Sensitive groups,3,45.07589276948463,16.401052928100896
Israel,Europe,Rural,2012,20.2,Sensitive groups,3,31.432978642252852,34.99113819680126
Timor-Leste,South-East Asia,Rural,2012,20.2,Sensitive groups,3,-8.829321657923044,125.84510782838684
Chile,Americas,Rural,2012,20.21,Sensitive groups,3,-36.07624655390582,-71.05619085495837
Indonesia,South-East Asia,Total,2012,20.27,Sensitive groups,3,-2.2640678135827765,117.17972980513929
Slovakia,Europe,Total,2012,20.27,Sensitive groups,3,48.711280810901265,19.468971774212562
Cambodia,Western Pacific,Cities,2012,20.31,Sensitive groups,3,12.719494903029029,104.90533757185675
Lesotho,Africa,Cities,2012,20.35,Sensitive groups,3,-29.5790637000742,28.228962109094883
Nicaragua,Americas,Towns,2012,20.36,Sensitive groups,3,12.84499272075925,-85.03194107361517
Hungary,Europe,Cities,2012,20.39,Sensitive groups,3,47.1659125111368,19.379267765675568
Italy,Europe,Cities,2012,20.39,Sensitive groups,3,42.71568614580387,12.201048504731768
Venezuela (Bolivarian Republic of),Americas,Urban,2012,20.41,Sensitive groups,3,7.122274077470279,-66.17054441322725
Philippines,Western Pacific,Rural,2012,20.46,Sensitive groups,3,11.72934323099065,122.9192800779608
South Africa,Africa,Urban,2012,20.46,Sensitive groups,3,-28.974208514441116,25.193438224147595
Croatia,Europe,Towns,2012,20.49,Sensitive groups,3,45.07589276948463,16.401052928100896
Malawi,Africa,Urban,2012,20.54,Sensitive groups,3,-13.204425371177713,34.2828475261884
Mexico,Americas,Towns,2012,20.6,Sensitive groups,3,23.92415518486322,-102.17098532395836
Slovakia,Europe,Towns,2012,20.61,Sensitive groups,3,48.711280810901265,19.468971774212562
Venezuela (Bolivarian Republic of),Americas,Cities,2012,20.69,Sensitive groups,3,7.122274077470279,-66.17054441322725
Timor-Leste,South-East Asia,Total,2012,20.73,Sensitive groups,3,-8.829321657923044,125.84510782838684
Slovakia,Europe,Urban,2012,20.76,Sensitive groups,3,48.711280810901265,19.468971774212562
Timor-Leste,South-East Asia,Towns,2012,20.8,Sensitive groups,3,-8.829321657923044,125.84510782838684
Chile,Americas,Towns,2012,20.97,Sensitive groups,3,-36.07624655390582,-71.05619085495837
Israel,Europe,Towns,2012,21.03,Sensitive groups,3,31.432978642252852,34.99113819680126
Nicaragua,Americas,Urban,2012,21.05,Sensitive groups,3,12.84499272075925,-85.03194107361517
Madagascar,Africa,Cities,2012,21.06,Sensitive groups,3,-19.31648369857136,46.742890054388134
Indonesia,South-East Asia,Urban,2012,21.06,Sensitive groups,3,-2.2640678135827765,117.17972980513929
Djibouti,Eastern Mediterranean,Rural,2012,21.07,Sensitive groups,3,11.748306715529626,42.56007887989951
Lao People's Democratic Republic,Western Pacific,Rural,2012,21.15,Sensitive groups,3,18.4874182025194,103.77493440372464
Slovakia,Europe,Cities,2012,21.15,Sensitive groups,3,48.711280810901265,19.468971774212562
Djibouti,Eastern Mediterranean,Total,2012,21.16,Sensitive groups,3,11.748306715529626,42.56007887989951
Albania,Europe,Rural,2012,21.21,Sensitive groups,3,41.13487368885515,20.051845908169884
Malawi,Africa,Cities,2012,21.22,Sensitive groups,3,-13.204425371177713,34.2828475261884
Ethiopia,Africa,Rural,2012,21.23,Sensitive groups,3,8.614400650469033,39.60979228583622
Bulgaria,Europe,Rural,2012,21.24,Sensitive groups,3,42.77124104978977,25.209132623771715
Slovenia,Europe,Cities,2012,21.35,Sensitive groups,3,46.11589047659146,14.800523261488326
Malaysia,Western Pacific,Towns,2012,21.48,Sensitive groups,3,3.811140433067237,109.69934297070633
Djibouti,Eastern Mediterranean,Urban,2012,21.52,Sensitive groups,3,11.748306715529626,42.56007887989951
Nicaragua,Americas,Cities,2012,21.54,Sensitive groups,3,12.84499272075925,-85.03194107361517
Viet Nam,Western Pacific,Total,2012,21.67,Sensitive groups,3,16.54429751476791,106.34650781487963
Albania,Europe,Total,2012,21.7,Sensitive groups,3,41.13487368885515,20.051845908169884
Lao People's Democratic Republic,Western Pacific,Total,2012,21.75,Sensitive groups,3,18.4874182025194,103.77493440372464
Djibouti,Eastern Mediterranean,Cities,2012,21.78,Sensitive groups,3,11.748306715529626,42.56007887989951
Viet Nam,Western Pacific,Towns,2012,21.83,Sensitive groups,3,16.54429751476791,106.34650781487963
South Sudan,Africa,Rural,2012,21.84,Sensitive groups,3,7.3086969454213575,30.2513338314292
Albania,Europe,Cities,2012,21.88,Sensitive groups,3,41.13487368885515,20.051845908169884
South Sudan,Africa,Total,2012,21.92,Sensitive groups,3,7.3086969454213575,30.2513338314292
Timor-Leste,South-East Asia,Urban,2012,21.93,Sensitive groups,3,-8.829321657923044,125.84510782838684
Albania,Europe,Urban,2012,21.99,Sensitive groups,3,41.13487368885515,20.051845908169884
Chile,Americas,Total,2012,22.01,Sensitive groups,3,-36.07624655390582,-71.05619085495837
Ethiopia,Africa,Total,2012,22.09,Sensitive groups,3,8.614400650469033,39.60979228583622
Honduras,Americas,Rural,2012,22.11,Sensitive groups,3,14.829080278153802,-86.61761478647557
Albania,Europe,Towns,2012,22.13,Sensitive groups,3,41.13487368885515,20.051845908169884
Israel,Europe,Total,2012,22.15,Sensitive groups,3,31.432978642252852,34.99113819680126
Sudan,Eastern Mediterranean,Rural,2012,22.16,Sensitive groups,3,15.967966109559557,29.90746524572068
Algeria,Africa,Towns,2012,22.18,Sensitive groups,3,28.05599342211892,2.6311884137834727
Gabon,Africa,Rural,2012,22.2,Sensitive groups,3,-0.5864465779017811,11.7887417210203
Bulgaria,Europe,Total,2012,22.22,Sensitive groups,3,42.77124104978977,25.209132623771715
Mexico,Americas,Total,2012,22.24,Sensitive groups,3,23.92415518486322,-102.17098532395836
Philippines,Western Pacific,Towns,2012,22.27,Sensitive groups,3,11.72934323099065,122.9192800779608
Malaysia,Western Pacific,Total,2012,22.27,Sensitive groups,3,3.811140433067237,109.69934297070633
South Africa,Africa,Cities,2012,22.31,Sensitive groups,3,-28.974208514441116,25.193438224147595
South Sudan,Africa,Cities,2012,22.32,Sensitive groups,3,7.3086969454213575,30.2513338314292
Israel,Europe,Urban,2012,22.36,Sensitive groups,3,31.432978642252852,34.99113819680126
Lebanon,Eastern Mediterranean,Rural,2012,22.37,Sensitive groups,3,33.92159886822575,35.877695795640854
Poland,Europe,Rural,2012,22.39,Sensitive groups,3,52.11183561214399,19.419706287902866
Ethiopia,Africa,Towns,2012,22.43,Sensitive groups,3,8.614400650469033,39.60979228583622
Timor-Leste,South-East Asia,Cities,2012,22.43,Sensitive groups,3,-8.829321657923044,125.84510782838684
Türkiye,Europe,Towns,2012,22.44,Sensitive groups,3,39.13701331043797,35.1728012164006
Eritrea,Africa,Rural,2012,22.45,Sensitive groups,3,15.361124461746678,38.85727395225949
Algeria,Africa,Rural,2012,22.49,Sensitive groups,3,28.05599342211892,2.6311884137834727
Honduras,Americas,Total,2012,22.49,Sensitive groups,3,14.829080278153802,-86.61761478647557
Türkiye,Europe,Rural,2012,22.52,Sensitive groups,3,39.13701331043797,35.1728012164006
Honduras,Americas,Towns,2012,22.6,Sensitive groups,3,14.829080278153802,-86.61761478647557
Sudan,Eastern Mediterranean,Total,2012,22.61,Sensitive groups,3,15.967966109559557,29.90746524572068
Indonesia,South-East Asia,Cities,2012,22.68,Sensitive groups,3,-2.2640678135827765,117.17972980513929
Eritrea,Africa,Total,2012,22.69,Sensitive groups,3,15.361124461746678,38.85727395225949
Algeria,Africa,Total,2012,22.76,Sensitive groups,3,28.05599342211892,2.6311884137834727
Türkiye,Europe,Total,2012,22.76,Sensitive groups,3,39.13701331043797,35.1728012164006
Algeria,Africa,Urban,2012,22.9,Sensitive groups,3,28.05599342211892,2.6311884137834727
Viet Nam,Western Pacific,Urban,2012,22.91,Sensitive groups,3,16.54429751476791,106.34650781487963
Georgia,Europe,Rural,2012,22.93,Sensitive groups,3,42.172941984875564,43.52425602662823
Türkiye,Europe,Urban,2012,23.01,Sensitive groups,3,39.13701331043797,35.1728012164006
Mexico,Americas,Urban,2012,23.02,Sensitive groups,3,23.92415518486322,-102.17098532395836
Honduras,Americas,Urban,2012,23.04,Sensitive groups,3,14.829080278153802,-86.61761478647557
Congo,Africa,Rural,2012,23.04,Sensitive groups,3,-0.836992413922509,15.221142337405276
Angola,Africa,Rural,2012,23.06,Sensitive groups,3,-12.270613926548416,17.5317833661526
South Sudan,Africa,Urban,2012,23.09,Sensitive groups,3,7.3086969454213575,30.2513338314292
Ethiopia,Africa,Urban,2012,23.12,Sensitive groups,3,8.614400650469033,39.60979228583622
Türkiye,Europe,Cities,2012,23.25,Sensitive groups,3,39.13701331043797,35.1728012164006
Philippines,Western Pacific,Total,2012,23.35,Sensitive groups,3,11.72934323099065,122.9192800779608
Lebanon,Eastern Mediterranean,Towns,2012,23.36,Sensitive groups,3,33.92159886822575,35.877695795640854
Sudan,Eastern Mediterranean,Towns,2012,23.44,Sensitive groups,3,15.967966109559557,29.90746524572068
Honduras,Americas,Cities,2012,23.49,Sensitive groups,3,14.829080278153802,-86.61761478647557
Israel,Europe,Cities,2012,23.5,Sensitive groups,3,31.432978642252852,34.99113819680126
Eritrea,Africa,Towns,2012,23.52,Sensitive groups,3,15.361124461746678,38.85727395225949
Algeria,Africa,Cities,2012,23.53,Sensitive groups,3,28.05599342211892,2.6311884137834727
Syrian Arab Republic,Eastern Mediterranean,Towns,2012,23.54,Sensitive groups,3,35.01677732587028,38.48446214064039
South Sudan,Africa,Towns,2012,23.59,Sensitive groups,3,7.3086969454213575,30.2513338314292
Sri Lanka,South-East Asia,Towns,2012,23.6,Sensitive groups,3,7.611038184516178,80.70163201858917
Guatemala,Americas,Rural,2012,23.66,Sensitive groups,3,15.690119576851288,-90.36721211796791
Ethiopia,Africa,Cities,2012,23.67,Sensitive groups,3,8.614400650469033,39.60979228583622
Bulgaria,Europe,Towns,2012,23.67,Sensitive groups,3,42.77124104978977,25.209132623771715
Tunisia,Eastern Mediterranean,Towns,2012,23.8,Sensitive groups,3,34.088955486452505,9.556128801622371
Chile,Americas,Urban,2012,23.8,Sensitive groups,3,-36.07624655390582,-71.05619085495837
Sri Lanka,South-East Asia,Rural,2012,23.81,Sensitive groups,3,7.611038184516178,80.70163201858917
Jordan,Eastern Mediterranean,Towns,2012,23.83,Sensitive groups,3,31.238702641837445,36.757683583901155
Mexico,Americas,Cities,2012,23.83,Sensitive groups,3,23.92415518486322,-102.17098532395836
Eritrea,Africa,Urban,2012,23.91,Sensitive groups,3,15.361124461746678,38.85727395225949
Lao People's Democratic Republic,Western Pacific,Towns,2012,23.96,Sensitive groups,3,18.4874182025194,103.77493440372464
Lebanon,Eastern Mediterranean,Total,2012,23.97,Sensitive groups,3,33.92159886822575,35.877695795640854
Bulgaria,Europe,Urban,2012,23.98,Sensitive groups,3,42.77124104978977,25.209132623771715
Angola,Africa,Total,2012,24.01,Sensitive groups,3,-12.270613926548416,17.5317833661526
Republic of Korea,Western Pacific,Rural,2012,24.08,Sensitive groups,3,36.373367227329716,127.83477114816299
Viet Nam,Western Pacific,Cities,2012,24.09,Sensitive groups,3,16.54429751476791,106.34650781487963
Lebanon,Eastern Mediterranean,Urban,2012,24.13,Sensitive groups,3,33.92159886822575,35.877695795640854
Chile,Americas,Cities,2012,24.32,Sensitive groups,3,-36.07624655390582,-71.05619085495837
Bulgaria,Europe,Cities,2012,24.33,Sensitive groups,3,42.77124104978977,25.209132623771715
Angola,Africa,Towns,2012,24.38,Sensitive groups,3,-12.270613926548416,17.5317833661526
Tunisia,Eastern Mediterranean,Rural,2012,24.39,Sensitive groups,3,34.088955486452505,9.556128801622371
Eritrea,Africa,Cities,2012,24.39,Sensitive groups,3,15.361124461746678,38.85727395225949
Poland,Europe,Total,2012,24.47,Sensitive groups,3,52.11183561214399,19.419706287902866
Lebanon,Eastern Mediterranean,Cities,2012,24.48,Sensitive groups,3,33.92159886822575,35.877695795640854
Syrian Arab Republic,Eastern Mediterranean,Rural,2012,24.55,Sensitive groups,3,35.01677732587028,38.48446214064039
Malaysia,Western Pacific,Urban,2012,24.55,Sensitive groups,3,3.811140433067237,109.69934297070633
Sri Lanka,South-East Asia,Total,2012,24.61,Sensitive groups,3,7.611038184516178,80.70163201858917
Syrian Arab Republic,Eastern Mediterranean,Total,2012,24.7,Sensitive groups,3,35.01677732587028,38.48446214064039
Sudan,Eastern Mediterranean,Urban,2012,24.72,Sensitive groups,3,15.967966109559557,29.90746524572068
Montenegro,Europe,Towns,2012,24.73,Sensitive groups,3,42.7880033111823,19.238630666900214
Lao People's Democratic Republic,Western Pacific,Urban,2012,24.79,Sensitive groups,3,18.4874182025194,103.77493440372464
Jordan,Eastern Mediterranean,Urban,2012,24.79,Sensitive groups,3,31.238702641837445,36.757683583901155
Syrian Arab Republic,Eastern Mediterranean,Urban,2012,24.8,Sensitive groups,3,35.01677732587028,38.48446214064039
El Salvador,Americas,Rural,2012,24.86,Sensitive groups,3,13.739863723829261,-88.87095706807965
Montenegro,Europe,Urban,2012,24.87,Sensitive groups,3,42.7880033111823,19.238630666900214
Jordan,Eastern Mediterranean,Total,2012,24.94,Sensitive groups,3,31.238702641837445,36.757683583901155
Thailand,South-East Asia,Rural,2012,24.97,Sensitive groups,3,15.082584951953617,101.00064849829911
Georgia,Europe,Towns,2012,25.07,Unhealthy,4,42.172941984875564,43.52425602662823
Jordan,Eastern Mediterranean,Cities,2012,25.27,Unhealthy,4,31.238702641837445,36.757683583901155
Equatorial Guinea,Africa,Rural,2012,25.27,Unhealthy,4,1.7054056331507816,10.341727795299567
Philippines,Western Pacific,Urban,2012,25.29,Unhealthy,4,11.72934323099065,122.9192800779608
Guatemala,Americas,Towns,2012,25.34,Unhealthy,4,15.690119576851288,-90.36721211796791
Thailand,South-East Asia,Towns,2012,25.35,Unhealthy,4,15.082584951953617,101.00064849829911
Tunisia,Eastern Mediterranean,Total,2012,25.4,Unhealthy,4,34.088955486452505,9.556128801622371
Poland,Europe,Towns,2012,25.4,Unhealthy,4,52.11183561214399,19.419706287902866
Lao People's Democratic Republic,Western Pacific,Cities,2012,25.41,Unhealthy,4,18.4874182025194,103.77493440372464
